日期,处理水量(m³),电耗(kWh),PAC投加量(kg),PAM投加量(kg),次氯酸钠投加量(kg),进水COD(mg/L),出水COD(mg/L),进水TN(mg/L),出水TN(mg/L)
2021-08-17,8320.0,2362.0,210.0,37.0,67.0,175.1,-77.3,13.5,-11.9
2021-08-18,8427.0,2248.0,197.0,38.0,67.0,206.0,-98.4,14.7,-13.4
2021-08-19,8614.0,2111.0,187.0,38.0,69.0,177.9,-81.5,19.2,-20.1
2021-08-20,8391.0,2104.0,176.0,40.0,67.0,179.9,-72.9,15.0,-15.7
2021-08-21,8646.0,2158.0,228.0,36.0,69.0,174.5,-77.9,13.6,-12.0
2021-08-22,9003.0,2449.0,199.0,39.0,72.0,186.0,-89.3,16.1,-15.8
2021-08-23,9241.0,2619.0,239.0,47.0,74.0,187.7,-76.5,21.4,-21.6
2021-08-24,8640.0,2399.0,213.0,48.0,69.0,196.1,-87.9,17.8,-18.2
2021-08-25,8317.0,2054.0,194.0,36.0,67.0,186.6,-88.2,18.4,-17.4
2021-08-26,8072.0,2368.0,219.0,30.0,65.0,192.2,-80.1,20.7,-20.5
2021-08-27,8714.0,2483.0,197.0,46.0,70.0,189.6,-95.7,19.8,-19.4
2021-08-28,9052.0,2478.0,221.0,54.0,73.0,193.0,-93.9,20.0,-16.2
2021-08-29,8292.0,2236.0,194.0,35.0,67.0,194.4,-88.0,11.9,-13.3
2021-08-30,8877.0,2531.0,210.0,50.0,72.0,197.3,-86.8,15.1,-16.0
2021-08-31,8106.0,2124.0,205.0,49.0,65.0,185.4,-89.4,18.3,-17.9
2021-09-01,8969.0,2431.0,211.0,41.0,72.0,192.8,-89.3,16.9,-16.0
2021-09-02,8851.0,2692.0,201.0,33.0,72.0,194.0,-84.0,26.6,-27.0
2021-09-03,8417.0,2381.0,183.0,45.0,68.0,205.4,-94.0,19.5,-19.7
2021-09-04,8225.0,2226.0,204.0,39.0,67.0,214.3,-98.4,13.9,-11.0
2021-09-05,8895.0,2428.0,218.0,34.0,72.0,183.1,-81.3,18.9,-15.6
2021-09-06,8644.0,2473.0,213.0,30.0,70.0,185.9,-85.6,14.6,-15.0
2021-09-07,9114.0,2672.0,208.0,33.0,74.0,197.0,-89.7,25.5,-24.5
2021-09-08,8848.0,2494.0,230.0,38.0,72.0,191.2,-84.9,20.0,-17.7
2021-09-09,8089.0,2438.0,183.0,47.0,66.0,176.6,-89.4,17.5,-17.7
2021-09-10,8102.0,2193.0,213.0,30.0,66.0,179.3,-79.4,18.2,-18.6
2021-09-11,8492.0,2923.0,222.0,39.0,70.0,190.2,-82.3,19.2,-17.8
2021-09-12,8318.0,2382.0,219.0,43.0,68.0,191.3,-93.9,16.7,-16.4
2021-09-13,7977.0,2068.0,186.0,44.0,66.0,188.9,-80.5,21.1,-22.2
2021-09-14,8437.0,2528.0,228.0,31.0,70.0,196.2,-99.0,20.2,-21.5
2021-09-15,8755.0,2625.0,219.0,49.0,72.0,196.2,-97.2,20.0,-22.2
2021-09-16,8803.0,2354.0,222.0,41.0,73.0,198.4,-97.4,19.9,-20.3
2021-09-17,8791.0,2602.0,236.0,41.0,73.0,202.2,-104.1,20.2,-18.8
2021-09-18,7993.0,2479.0,201.0,37.0,66.0,196.2,-87.8,15.4,-15.5
2021-09-19,7764.0,2206.0,220.0,40.0,65.0,200.8,-104.0,19.0,-19.4
2021-09-20,8887.0,2430.0,209.0,45.0,74.0,198.9,-90.0,21.9,-20.8
2021-09-21,8485.0,2534.0,194.0,40.0,71.0,209.0,-101.3,20.4,-20.5
2021-09-22,8412.0,2681.0,187.0,42.0,71.0,190.8,-95.3,17.9,-19.4
2021-09-23,7749.0,2289.0,196.0,33.0,65.0,208.8,-103.3,22.8,-21.3
2021-09-24,8627.0,2349.0,229.0,42.0,73.0,196.5,-95.5,15.5,-16.6
2021-09-25,8358.0,2394.0,178.0,32.0,71.0,199.0,-84.3,22.4,-23.6
2021-09-26,8620.0,2549.0,224.0,53.0,73.0,193.4,-96.9,20.0,-20.9
2021-09-27,8444.0,2573.0,191.0,43.0,72.0,188.1,-85.0,19.1,-18.9
2021-09-28,8208.0,2625.0,177.0,27.0,70.0,188.3,-86.5,21.4,-20.7
2021-09-29,8517.0,2583.0,208.0,27.0,73.0,199.9,-104.8,16.9,-15.9
2021-09-30,8389.0,2513.0,208.0,53.0,72.0,185.4,-81.3,19.5,-23.7
2021-10-01,8654.0,2591.0,241.0,46.0,74.0,202.0,-98.5,22.6,-20.1
2021-10-02,8097.0,2648.0,206.0,42.0,70.0,208.6,-105.3,15.8,-15.1
2021-10-03,8434.0,2236.0,209.0,49.0,73.0,199.7,-100.2,19.0,-21.0
2021-10-04,8254.0,2766.0,211.0,46.0,72.0,204.8,-103.9,22.1,-23.8
2021-10-05,7780.0,2169.0,200.0,46.0,68.0,206.1,-98.7,22.5,-26.0
2021-10-06,8564.0,2780.0,200.0,41.0,75.0,208.3,-109.7,23.3,-25.7
2021-10-07,8392.0,2542.0,200.0,27.0,73.0,207.9,-110.7,21.6,-22.2
2021-10-08,9108.0,2870.0,212.0,58.0,80.0,206.7,-104.6,21.1,-19.7
2021-10-09,8708.0,2433.0,221.0,50.0,77.0,214.0,-101.6,28.1,-29.5
2021-10-10,8190.0,2805.0,196.0,35.0,72.0,202.3,-101.2,20.6,-22.5
2021-10-11,8944.0,2702.0,226.0,50.0,79.0,202.0,-96.4,22.4,-24.8
2021-10-12,7744.0,2388.0,185.0,33.0,69.0,209.6,-109.9,15.5,-16.7
2021-10-13,8285.0,2565.0,216.0,45.0,74.0,216.2,-105.2,27.1,-26.0
2021-10-14,8763.0,2672.0,193.0,45.0,78.0,193.5,-93.8,17.2,-20.0
2021-10-15,8103.0,2366.0,196.0,33.0,73.0,211.8,-109.0,26.3,-29.4
2021-10-16,8692.0,2699.0,214.0,47.0,78.0,200.1,-95.1,26.2,-27.4
2021-10-17,8734.0,2665.0,204.0,35.0,79.0,214.8,-105.0,25.4,-26.6
2021-10-18,7694.0,2206.0,163.0,45.0,70.0,210.3,-103.9,20.6,-22.2
2021-10-19,8640.0,2654.0,200.0,47.0,79.0,219.3,-112.6,20.7,-24.4
2021-10-20,8628.0,2670.0,214.0,46.0,79.0,226.5,-112.3,21.5,-23.6
2021-10-21,8430.0,2594.0,219.0,49.0,77.0,215.6,-112.2,19.9,-25.3
2021-10-22,8040.0,2607.0,239.0,28.0,74.0,216.4,-104.5,19.7,-20.9
2021-10-23,8322.0,2466.0,198.0,41.0,77.0,212.3,-109.5,25.5,-27.2
2021-10-24,8847.0,2705.0,202.0,46.0,82.0,224.4,-111.9,18.6,-20.3
2021-10-25,8756.0,2558.0,210.0,44.0,81.0,216.3,-106.5,24.2,-30.1
2021-10-26,8749.0,2458.0,206.0,36.0,81.0,224.4,-110.0,26.4,-29.5
2021-10-27,8822.0,2862.0,242.0,50.0,82.0,219.3,-115.0,21.1,-21.7
2021-10-28,8994.0,2804.0,217.0,48.0,84.0,201.7,-101.3,20.7,-21.9
2021-10-29,8387.0,2722.0,208.0,31.0,79.0,221.4,-112.7,25.9,-29.7
2021-10-30,8422.0,2682.0,171.0,35.0,80.0,204.7,-111.8,22.7,-25.8
2021-10-31,8916.0,3007.0,236.0,41.0,84.0,216.5,-119.1,19.7,-23.1
2021-11-01,8885.0,2834.0,192.0,47.0,84.0,216.1,-112.6,23.4,-26.3
2021-11-02,8262.0,2154.0,208.0,48.0,79.0,223.9,-112.8,25.4,-27.5
2021-11-03,9024.0,2968.0,266.0,37.0,86.0,217.2,-113.2,21.9,-25.2
2021-11-04,8198.0,2798.0,188.0,34.0,79.0,214.9,-106.4,23.7,-25.2
2021-11-05,8255.0,2617.0,185.0,46.0,80.0,214.2,-107.4,23.7,-26.3
2021-11-06,9645.0,3023.0,219.0,59.0,93.0,225.3,-125.1,21.4,-22.6
2021-11-07,9165.0,2963.0,242.0,56.0,89.0,206.7,-114.3,26.4,-28.0
2021-11-08,9044.0,3066.0,199.0,48.0,88.0,217.3,-124.5,27.7,-30.5
2021-11-09,8635.0,3204.0,225.0,37.0,84.0,213.9,-111.9,26.8,-31.5
2021-11-10,9230.0,3093.0,224.0,47.0,91.0,236.4,-121.8,22.4,-24.1
2021-11-11,8447.0,2963.0,215.0,41.0,83.0,224.3,-113.0,22.3,-22.2
2021-11-12,8428.0,3070.0,213.0,52.0,83.0,215.2,-110.9,27.9,-32.1
2021-11-13,9265.0,3184.0,268.0,57.0,92.0,220.2,-110.1,22.3,-26.2
2021-11-14,8465.0,2557.0,195.0,28.0,84.0,243.8,-128.4,22.3,-27.4
2021-11-15,8765.0,2959.0,183.0,43.0,88.0,226.6,-126.7,25.3,-28.3
2021-11-16,8775.0,2815.0,204.0,52.0,88.0,227.7,-124.6,30.6,-33.3
2021-11-17,9109.0,3021.0,200.0,26.0,92.0,228.6,-119.4,24.0,-26.9
2021-11-18,8687.0,2940.0,224.0,48.0,88.0,220.6,-120.0,22.2,-22.8
2021-11-19,9618.0,3146.0,196.0,50.0,97.0,230.2,-121.1,26.0,-29.6
2021-11-20,9299.0,2923.0,214.0,61.0,94.0,236.6,-121.3,23.2,-27.1
2021-11-21,9171.0,3054.0,242.0,61.0,93.0,222.9,-124.9,26.6,-28.5
2021-11-22,8835.0,3081.0,248.0,58.0,90.0,218.4,-117.4,27.6,-32.1
2021-11-23,9376.0,3181.0,229.0,51.0,96.0,223.4,-118.1,20.6,-22.4
2021-11-24,9909.0,3566.0,214.0,50.0,102.0,221.6,-124.4,31.9,-37.4
2021-11-25,9026.0,3069.0,236.0,56.0,93.0,238.2,-136.7,24.6,-28.2
2021-11-26,8850.0,2642.0,231.0,52.0,92.0,250.4,-133.8,23.6,-26.2
2021-11-27,9602.0,3061.0,195.0,45.0,100.0,230.3,-133.0,30.8,-33.5
2021-11-28,9579.0,3155.0,219.0,28.0,100.0,223.5,-125.8,27.5,-33.4
2021-11-29,9192.0,2761.0,203.0,56.0,96.0,221.3,-127.3,24.1,-28.4
2021-11-30,9303.0,3031.0,183.0,33.0,98.0,231.5,-133.7,26.1,-30.2
2021-12-01,9067.0,3028.0,190.0,46.0,95.0,213.1,-120.1,29.0,-34.1
2021-12-02,9898.0,3496.0,255.0,44.0,105.0,241.6,-130.0,24.1,-27.7
2021-12-03,9762.0,3440.0,229.0,52.0,103.0,228.6,-131.4,23.5,-28.0
2021-12-04,9591.0,2945.0,188.0,46.0,102.0,230.1,-123.5,23.4,-26.7
2021-12-05,9670.0,3222.0,210.0,52.0,103.0,223.7,-131.2,23.8,-26.8
2021-12-06,9857.0,3772.0,185.0,65.0,105.0,235.8,-131.2,28.3,-33.7
2021-12-07,9929.0,3413.0,204.0,39.0,107.0,217.7,-115.7,26.5,-31.0
2021-12-08,9567.0,3469.0,169.0,50.0,103.0,229.3,-127.7,29.8,-35.8
2021-12-09,9458.0,3132.0,179.0,51.0,102.0,236.8,-132.8,22.4,-24.8
2021-12-10,9778.0,3279.0,262.0,44.0,106.0,232.4,-130.5,27.7,-31.9
2021-12-11,9434.0,3222.0,223.0,58.0,102.0,244.8,-133.0,25.6,-31.4
2021-12-12,9892.0,3458.0,198.0,23.0,108.0,244.3,-135.6,26.7,-30.6
2021-12-13,9815.0,3639.0,212.0,51.0,107.0,221.9,-138.5,26.3,-31.3
2021-12-14,10282.0,3678.0,205.0,57.0,113.0,242.5,-136.0,26.5,-33.1
2021-12-15,10043.0,3524.0,227.0,68.0,110.0,234.0,-130.7,27.8,-32.2
2021-12-16,10125.0,3488.0,160.0,59.0,111.0,240.7,-125.6,25.5,-31.4
2021-12-17,9736.0,3475.0,200.0,44.0,107.0,243.5,-138.2,21.5,-26.6
2021-12-18,10083.0,3265.0,183.0,53.0,112.0,245.8,-139.5,27.2,-34.0
2021-12-19,9776.0,3217.0,230.0,44.0,108.0,241.3,-132.7,28.2,-34.2
2021-12-20,10440.0,3863.0,244.0,61.0,116.0,230.9,-138.7,26.5,-33.1
2021-12-21,9867.0,3769.0,214.0,46.0,110.0,211.6,-121.9,17.9,-21.2
2021-12-22,9572.0,3134.0,207.0,54.0,107.0,226.5,-136.2,24.5,-30.0
2021-12-23,10107.0,3946.0,191.0,47.0,113.0,257.8,-136.0,24.3,-29.9
2021-12-24,9984.0,3443.0,202.0,63.0,112.0,221.4,-135.3,30.0,-36.4
2021-12-25,10842.0,4072.0,237.0,35.0,122.0,226.5,-132.7,23.3,-27.3
2021-12-26,10407.0,3961.0,175.0,57.0,117.0,249.3,-149.4,25.7,-32.4
2021-12-27,10097.0,3412.0,206.0,32.0,114.0,245.8,-147.2,31.2,-39.5
2021-12-28,10552.0,3840.0,199.0,34.0,120.0,240.1,-142.8,24.6,-30.1
2021-12-29,9767.0,3323.0,187.0,20.0,111.0,241.1,-138.6,20.8,-25.2
2021-12-30,10431.0,3119.0,231.0,44.0,119.0,214.3,-124.1,25.4,-32.0
2021-12-31,9944.0,3545.0,228.0,40.0,114.0,243.9,-138.7,28.3,-32.9
2022-01-01,10492.0,3510.0,257.0,50.0,120.0,235.8,-137.8,24.4,-30.7
2022-01-02,11275.0,3680.0,222.0,66.0,129.0,239.5,-142.0,26.1,-29.1
2022-01-03,10693.0,3766.0,164.0,38.0,123.0,235.6,-135.2,22.8,-27.3
2022-01-04,10743.0,3619.0,161.0,56.0,124.0,246.7,-141.2,24.3,-29.1
2022-01-05,10660.0,3412.0,208.0,63.0,123.0,239.0,-139.9,28.8,-36.3
2022-01-06,11064.0,4043.0,213.0,44.0,128.0,235.6,-134.0,27.2,-29.8
2022-01-07,10952.0,3406.0,235.0,68.0,127.0,245.2,-146.5,26.1,-32.1
2022-01-08,10113.0,3844.0,191.0,52.0,117.0,231.5,-129.2,22.2,-27.2
2022-01-09,10990.0,3810.0,219.0,45.0,128.0,246.9,-138.1,23.5,-24.8
2022-01-10,10651.0,3805.0,206.0,65.0,124.0,238.6,-141.4,23.8,-31.5
2022-01-11,10238.0,3801.0,185.0,51.0,119.0,247.8,-134.5,26.4,-33.6
2022-01-12,10941.0,4120.0,219.0,59.0,128.0,251.7,-153.7,25.5,-30.9
2022-01-13,10338.0,3279.0,190.0,42.0,121.0,245.3,-142.3,22.4,-26.9
2022-01-14,11197.0,3583.0,224.0,52.0,131.0,234.7,-134.8,23.2,-29.1
2022-01-15,10928.0,3981.0,227.0,77.0,128.0,243.8,-143.8,26.5,-34.9
2022-01-16,10985.0,3791.0,175.0,56.0,129.0,235.9,-146.5,29.3,-37.2
2022-01-17,10903.0,3975.0,202.0,61.0,128.0,223.3,-135.8,27.8,-33.6
2022-01-18,10533.0,3696.0,183.0,49.0,124.0,259.9,-164.3,28.6,-35.9
2022-01-19,11083.0,3955.0,223.0,62.0,131.0,224.3,-134.6,24.5,-30.8
2022-01-20,11439.0,3388.0,199.0,62.0,135.0,247.0,-151.5,22.9,-28.8
2022-01-21,11279.0,3861.0,224.0,71.0,133.0,241.8,-133.6,28.9,-36.4
2022-01-22,11150.0,3937.0,216.0,61.0,132.0,223.4,-137.1,23.7,-30.3
2022-01-23,11086.0,3620.0,176.0,67.0,131.0,243.4,-151.7,24.0,-29.2
2022-01-24,11128.0,3736.0,196.0,50.0,132.0,237.1,-148.4,26.2,-32.1
2022-01-25,10999.0,3518.0,194.0,78.0,131.0,235.9,-151.8,26.5,-37.2
2022-01-26,10676.0,3415.0,170.0,63.0,127.0,234.5,-144.7,22.9,-28.0
2022-01-27,11576.0,4377.0,225.0,83.0,138.0,260.3,-160.1,21.9,-28.3
2022-01-28,11656.0,4161.0,178.0,60.0,139.0,235.6,-144.7,23.8,-28.2
2022-01-29,11197.0,3964.0,213.0,45.0,133.0,251.3,-159.2,22.4,-27.6
2022-01-30,11251.0,3523.0,179.0,51.0,134.0,220.3,-132.5,22.7,-28.4
2022-01-31,11644.0,4065.0,233.0,50.0,139.0,254.2,-156.8,26.0,-31.7
2022-02-01,11422.0,4030.0,234.0,60.0,136.0,244.9,-146.3,23.8,-30.3
2022-02-02,11162.0,3672.0,204.0,65.0,133.0,229.1,-139.3,26.9,-35.8
2022-02-03,11050.0,3624.0,192.0,47.0,132.0,244.3,-139.7,29.3,-36.5
2022-02-04,11559.0,3759.0,206.0,32.0,138.0,246.6,-157.3,22.2,-29.7
2022-02-05,11678.0,3951.0,184.0,61.0,140.0,231.2,-135.8,24.2,-31.4
2022-02-06,11524.0,4458.0,185.0,79.0,138.0,234.2,-148.5,20.3,-27.4
2022-02-07,11827.0,3941.0,201.0,43.0,142.0,238.7,-142.2,24.2,-30.0
2022-02-08,11649.0,3872.0,173.0,54.0,140.0,245.9,-151.0,21.6,-28.6
2022-02-09,12021.0,4193.0,237.0,54.0,144.0,252.7,-163.5,22.3,-28.4
2022-02-10,11585.0,3802.0,182.0,28.0,139.0,245.2,-155.5,24.3,-33.2
2022-02-11,11825.0,3745.0,175.0,74.0,142.0,241.3,-145.5,21.4,-27.0
2022-02-12,11474.0,3840.0,184.0,71.0,138.0,237.8,-141.4,23.8,-31.2
2022-02-13,12047.0,4404.0,216.0,55.0,145.0,246.0,-148.5,20.2,-26.5
2022-02-14,12161.0,4036.0,196.0,47.0,146.0,255.0,-159.1,23.9,-30.2
2022-02-15,11704.0,4145.0,186.0,54.0,140.0,234.2,-152.6,20.5,-23.9
2022-02-16,11733.0,3830.0,191.0,75.0,141.0,228.1,-141.6,24.0,-32.2
2022-02-17,12067.0,4092.0,238.0,71.0,145.0,244.9,-152.1,25.8,-33.8
2022-02-18,11509.0,3779.0,198.0,77.0,138.0,239.4,-147.4,23.6,-31.8
2022-02-19,12224.0,4180.0,179.0,50.0,147.0,231.8,-153.7,23.3,-31.6
2022-02-20,11453.0,3886.0,186.0,67.0,137.0,245.8,-152.5,22.1,-28.4
2022-02-21,11966.0,3882.0,197.0,81.0,143.0,244.0,-158.5,22.5,-29.2
2022-02-22,11545.0,3444.0,201.0,46.0,138.0,245.3,-148.6,23.0,-29.9
2022-02-23,11977.0,3810.0,166.0,57.0,143.0,255.4,-162.0,20.3,-29.6
2022-02-24,11511.0,3879.0,181.0,59.0,138.0,236.6,-150.9,19.2,-25.3
2022-02-25,12572.0,4028.0,157.0,50.0,150.0,234.7,-148.2,22.4,-30.2
2022-02-26,12340.0,4106.0,178.0,42.0,148.0,219.3,-150.1,19.0,-24.7
2022-02-27,12110.0,4475.0,170.0,64.0,145.0,242.4,-149.5,16.6,-22.0
2022-02-28,12077.0,3732.0,178.0,71.0,144.0,240.0,-158.7,19.6,-28.0
2022-03-01,12209.0,4132.0,204.0,46.0,146.0,253.9,-157.7,16.6,-21.4
2022-03-02,11722.0,4543.0,191.0,51.0,140.0,248.7,-155.3,23.0,-31.3
2022-03-03,12412.0,3817.0,171.0,56.0,148.0,232.2,-140.9,20.3,-28.2
2022-03-04,12217.0,4188.0,199.0,79.0,146.0,239.3,-154.8,18.1,-24.3
2022-03-05,12424.0,3684.0,182.0,62.0,148.0,232.2,-160.7,22.7,-30.0
2022-03-06,12069.0,3808.0,202.0,37.0,143.0,249.4,-172.4,21.0,-27.8
2022-03-07,12361.0,3968.0,211.0,60.0,147.0,217.0,-147.3,22.4,-30.4
2022-03-08,11989.0,3782.0,192.0,54.0,142.0,211.5,-130.2,12.2,-13.9
2022-03-09,12164.0,3892.0,195.0,48.0,144.0,215.9,-139.1,14.1,-16.7
2022-03-10,11944.0,3436.0,215.0,66.0,141.0,227.5,-156.7,16.1,-20.7
2022-03-11,12210.0,4484.0,184.0,86.0,144.0,226.8,-145.2,22.2,-29.5
2022-03-12,12211.0,3848.0,204.0,79.0,144.0,239.1,-159.8,18.9,-26.7
2022-03-13,12283.0,3891.0,171.0,68.0,145.0,226.6,-141.5,16.5,-21.5
2022-03-14,12478.0,4216.0,172.0,78.0,147.0,241.1,-155.2,21.9,-29.2
2022-03-15,12031.0,3681.0,149.0,55.0,142.0,240.0,-154.2,18.2,-25.5
2022-03-16,11940.0,4255.0,209.0,51.0,140.0,225.1,-152.7,18.6,-26.8
2022-03-17,11900.0,3987.0,206.0,66.0,140.0,238.7,-165.9,21.0,-28.0
2022-03-18,12260.0,4050.0,182.0,71.0,144.0,222.6,-146.3,19.5,-27.2
2022-03-19,12109.0,4106.0,197.0,57.0,142.0,225.9,-144.9,22.1,-31.2
2022-03-20,12474.0,3873.0,196.0,61.0,146.0,230.8,-147.1,13.1,-16.4
2022-03-21,12325.0,3895.0,191.0,60.0,144.0,223.4,-147.2,22.5,-31.7
2022-03-22,12503.0,3802.0,167.0,93.0,146.0,233.4,-150.9,15.9,-21.0
2022-03-23,11804.0,3634.0,155.0,40.0,137.0,231.2,-155.1,17.5,-24.6
2022-03-24,12787.0,3765.0,196.0,77.0,148.0,245.5,-157.9,16.8,-24.7
2022-03-25,12319.0,3647.0,204.0,61.0,143.0,248.5,-160.9,13.6,-17.7
2022-03-26,13098.0,4444.0,199.0,60.0,151.0,230.2,-145.7,15.9,-22.9
2022-03-27,12208.0,3843.0,194.0,92.0,141.0,213.7,-137.0,16.9,-25.0
2022-03-28,12341.0,3695.0,199.0,58.0,142.0,229.1,-153.4,19.5,-25.8
2022-03-29,12639.0,4108.0,180.0,39.0,145.0,220.0,-141.1,15.1,-20.7
2022-03-30,12259.0,4149.0,173.0,58.0,141.0,233.8,-156.0,9.9,-14.6
2022-03-31,11913.0,3502.0,151.0,55.0,136.0,234.1,-154.7,10.5,-11.0
2022-04-01,12897.0,3652.0,197.0,90.0,147.0,250.0,-163.8,14.0,-21.3
2022-04-02,12386.0,4329.0,134.0,79.0,141.0,225.4,-146.6,8.8,-12.8
2022-04-03,12403.0,3366.0,203.0,65.0,141.0,210.9,-150.5,19.7,-27.9
2022-04-04,12564.0,3639.0,200.0,51.0,143.0,223.9,-155.8,15.6,-24.4
2022-04-05,12343.0,3514.0,245.0,71.0,140.0,229.8,-159.0,10.8,-14.9
2022-04-06,12291.0,3187.0,177.0,72.0,139.0,222.1,-151.6,19.9,-27.0
2022-04-07,12535.0,3616.0,215.0,63.0,141.0,220.5,-143.6,16.3,-22.6
2022-04-08,12901.0,3545.0,195.0,66.0,145.0,213.0,-147.9,11.7,-14.5
2022-04-09,12067.0,3313.0,137.0,50.0,135.0,210.2,-143.1,18.0,-26.0
2022-04-10,11981.0,3235.0,168.0,66.0,134.0,225.7,-152.3,12.2,-17.5
2022-04-11,11950.0,3283.0,194.0,41.0,133.0,202.2,-135.2,14.1,-18.8
2022-04-12,12840.0,3563.0,201.0,60.0,143.0,228.2,-150.9,13.0,-19.2
2022-04-13,12061.0,3934.0,166.0,58.0,134.0,227.2,-150.9,9.8,-14.0
2022-04-14,12288.0,3390.0,207.0,59.0,136.0,226.6,-159.9,11.5,-17.2
2022-04-15,11879.0,2998.0,188.0,57.0,131.0,212.0,-147.2,9.1,-11.9
2022-04-16,12066.0,3148.0,185.0,59.0,133.0,192.0,-127.3,17.0,-24.7
2022-04-17,12401.0,3349.0,199.0,55.0,136.0,215.5,-145.4,7.0,-10.2
2022-04-18,12598.0,3476.0,189.0,67.0,138.0,211.2,-143.2,12.2,-19.5
2022-04-19,12220.0,3848.0,172.0,82.0,133.0,215.5,-156.1,11.7,-17.9
2022-04-20,12202.0,3528.0,198.0,53.0,133.0,215.8,-147.6,8.9,-12.2
2022-04-21,12463.0,3652.0,161.0,33.0,135.0,195.4,-138.1,7.1,-8.8
2022-04-22,12327.0,3446.0,188.0,34.0,134.0,197.6,-135.6,13.7,-20.1
2022-04-23,12457.0,3470.0,226.0,75.0,135.0,221.2,-157.2,17.0,-26.1
2022-04-24,11839.0,2931.0,170.0,54.0,127.0,214.4,-156.3,18.9,-26.2
2022-04-25,12432.0,3365.0,232.0,66.0,133.0,212.6,-143.4,9.6,-12.8
2022-04-26,11932.0,3912.0,168.0,57.0,128.0,206.5,-140.2,9.9,-13.3
2022-04-27,11884.0,3669.0,182.0,34.0,127.0,195.1,-137.4,4.3,-4.4
2022-04-28,11982.0,3311.0,210.0,65.0,127.0,214.7,-154.6,10.3,-15.5
2022-04-29,11943.0,3001.0,155.0,61.0,127.0,211.1,-143.0,16.7,-24.4
2022-04-30,12070.0,3223.0,137.0,47.0,128.0,203.1,-139.5,3.5,-6.5
2022-05-01,12253.0,3594.0,177.0,64.0,129.0,227.6,-162.5,15.3,-21.6
2022-05-02,12857.0,3722.0,216.0,84.0,135.0,221.4,-155.4,10.1,-12.5
2022-05-03,11992.0,3377.0,185.0,72.0,126.0,215.8,-145.3,6.8,-10.1
2022-05-04,11981.0,3193.0,180.0,57.0,125.0,190.6,-129.9,10.6,-16.1
2022-05-05,12102.0,2958.0,208.0,59.0,126.0,230.4,-174.0,8.0,-11.5
2022-05-06,12049.0,3707.0,169.0,48.0,125.0,207.8,-150.0,12.3,-17.2
2022-05-07,12192.0,3118.0,175.0,73.0,126.0,206.3,-157.2,9.7,-12.5
2022-05-08,12195.0,3262.0,196.0,54.0,126.0,195.8,-142.0,12.2,-15.7
2022-05-09,12081.0,3183.0,209.0,52.0,124.0,195.7,-147.7,10.0,-14.5
2022-05-10,12668.0,3080.0,205.0,81.0,130.0,211.8,-151.8,9.5,-13.4
2022-05-11,11930.0,2697.0,182.0,47.0,122.0,184.8,-124.6,4.3,-5.2
2022-05-12,12018.0,3367.0,231.0,77.0,122.0,189.0,-129.5,7.7,-11.0
2022-05-13,11775.0,3275.0,167.0,57.0,119.0,227.7,-157.7,9.3,-11.9
2022-05-14,11842.0,2915.0,207.0,52.0,120.0,190.5,-130.5,6.9,-10.1
2022-05-15,12736.0,3229.0,247.0,43.0,128.0,192.6,-131.5,8.5,-12.4
2022-05-16,11933.0,3402.0,257.0,67.0,120.0,210.2,-148.0,9.1,-12.7
2022-05-17,11856.0,3235.0,212.0,60.0,119.0,188.0,-133.5,14.0,-20.4
2022-05-18,11827.0,3201.0,207.0,64.0,118.0,209.7,-146.1,12.7,-20.1
2022-05-19,12078.0,3237.0,209.0,55.0,120.0,189.6,-132.2,9.6,-11.6
2022-05-20,11654.0,3122.0,166.0,66.0,115.0,203.2,-148.7,10.3,-16.1
2022-05-21,11646.0,2968.0,172.0,37.0,115.0,181.2,-129.5,9.6,-14.1
2022-05-22,12267.0,3650.0,176.0,79.0,121.0,176.2,-122.2,10.1,-16.5
2022-05-23,12050.0,2979.0,195.0,52.0,118.0,180.1,-138.9,8.5,-12.9
2022-05-24,11230.0,2146.0,150.0,33.0,110.0,200.0,-145.2,9.3,-13.8
2022-05-25,11532.0,2433.0,178.0,54.0,112.0,218.3,-166.4,11.2,-18.3
2022-05-26,11782.0,3198.0,215.0,69.0,114.0,203.2,-148.9,1.5,-2.0
2022-05-27,11349.0,2854.0,221.0,55.0,110.0,188.1,-146.9,7.3,-9.1
2022-05-28,11539.0,3142.0,210.0,46.0,111.0,199.6,-144.4,9.9,-13.0
2022-05-29,11447.0,3285.0,153.0,52.0,110.0,186.0,-145.2,4.7,-9.3
2022-05-30,11269.0,2730.0,187.0,44.0,108.0,188.7,-148.6,9.4,-13.7
2022-05-31,11802.0,2799.0,264.0,57.0,112.0,181.7,-134.7,8.1,-12.3
2022-06-01,11345.0,3200.0,206.0,45.0,108.0,190.8,-139.1,4.6,-7.0
2022-06-02,11473.0,2584.0,186.0,47.0,108.0,181.2,-130.7,8.4,-14.6
2022-06-03,12018.0,3275.0,168.0,58.0,113.0,194.9,-148.7,0.9,-1.6
2022-06-04,11062.0,2812.0,195.0,53.0,104.0,192.9,-140.1,7.0,-12.4
2022-06-05,11207.0,2705.0,185.0,37.0,105.0,178.4,-130.1,5.1,-5.4
2022-06-06,11631.0,2749.0,193.0,60.0,108.0,203.4,-155.3,9.4,-14.4
2022-06-07,11067.0,2705.0,190.0,69.0,103.0,177.8,-128.1,5.7,-7.9
